UserID,FirstName,LastName,DateOfBirth,Sex,Street,City,LicensePlate,Married,NumberPets,Duration,Amount,InstallmentRatePercentage,ResidenceDuration,NumberExistingCredits,NumberPeopleMaintenance,OwnCar,ForeignWorker,EmploymentDuration,SavingsAccountBonds,BadCredit,Purpose,Property,Job,Housing,OtherDebtorsGuarantors,CreditHistory,CheckingAccountStatus,OtherInstallmentPlans
539-70-8313,Linda,Smith,1979-10-30,F,246 Christina Garden,Lisatown,185 1NF,yes,1.0,42,10717,2,1,2,1,yes,yes,5.0,0.0,0,Purpose.Business,Property.RealEstate,Job.UnskilledResident,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.Bank
137-06-5773,Richard,Romero,1981-02-12,M,7065 Burgess Knolls,Robinsonshire,195-LHX,no,1.0,36,3559,4,4,1,1,no,yes,10.0,96.0,1,Purpose.Education,Property.Unknown,Job.Management.SelfEmp.HighlyQualified,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
324-40-8445,Joshua,Li,1956-03-10,M,772 Bryan Trail,New Jessica,43B•030,no,2.0,12,2747,4,4,2,1,yes,yes,13.0,0.0,0,Purpose.UsedCar,Property.Unknown,Job.Management.SelfEmp.HighlyQualified,Housing.ForFree,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
709-64-6019,James,Ochoa,1987-06-13,M,0345 Michelle Isle Suite 156,East Jessetown,XO2 M7K,no,1.0,42,7137,4,3,1,1,yes,yes,0.0,0.0,1,Purpose.Radio.Television,Property.CarOther,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
618-92-6982,Tim,Stone,1970-04-20,M,616 Amy Islands,New Roberttown,CKV J47,no,1.0,11,8588,2,4,1,1,yes,yes,4.0,0.0,0,Purpose.Radio.Television,Property.Insurance,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Delay,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
242-83-6002,Christopher,Wallace,1981-07-22,M,59640 Emily Lodge Suite 820,North Judithbury,TV 7021,no,2.0,54,16985,2,2,1,2,yes,yes,1.0,62.0,0,Purpose.UsedCar,Property.Insurance,Job.UnskilledResident,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.NoCredit.AllPaid,CheckingAccountStatus.none,OtherInstallmentPlans.None
256-15-0425,Jack,Herring,1999-04-21,M,275 Wallace Club,East Jill,565 4EQ,yes,2.0,30,6898,2,1,1,1,yes,yes,0.0,0.0,0,Purpose.Furniture.Equipment,Property.Insurance,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
727-09-9012,Nancy,Porter,1977-06-30,F,144 Lewis Ridge Suite 731,New Roberttown,COF7155,yes,0.0,24,10697,1,1,2,1,no,yes,0.0,254.0,1,Purpose.Radio.Television,Property.CarOther,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.None
378-60-9039,Joshua,Vance,1974-11-29,M,258 David Flats,North Judithbury,HZP0589,no,0.0,15,2183,4,3,1,1,no,yes,15.0,729.0,0,Purpose.Radio.Television,Property.Insurance,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.Stores
353-17-9033,Beverly,Henson,1998-01-15,F,6786 Morrow Cliffs,East Jill,177 8KU,yes,1.0,18,2822,3,4,1,1,yes,yes,2.0,242.0,0,Purpose.Business,Property.Insurance,Job.UnskilledResident,Housing.Rent,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.None
257-26-9025,Margaret,White,1963-02-28,F,8018 Kevin Estates,North Judithbury,5841 WH,yes,0.0,24,3159,4,4,1,1,no,yes,8.0,0.0,0,Purpose.Other,Property.RealEstate,Job.UnskilledResident,Housing.Own,OtherDebtorsGuarantors.Guarantor,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
047-83-9450,Donald,Weber,1969-03-18,M,299 George Road,North Judithbury,9TK 001,no,2.0,10,4167,3,4,1,1,yes,yes,8.0,0.0,0,Purpose.Radio.Television,Property.RealEstate,Job.UnskilledResident,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
476-27-5574,Deborah,Clark,1993-04-18,F,078 May Hollow Suite 364,Cassandraton,02C•767,yes,2.0,12,2542,4,2,2,1,no,yes,1.0,0.0,0,Purpose.Business,Property.RealEstate,Job.Management.SelfEmp.HighlyQualified,Housing.Own,OtherDebtorsGuarantors.Guarantor,CreditHistory.Critical,CheckingAccountStatus.none,OtherInstallmentPlans.None
052-38-6294,Lisa,Edwards,1995-03-05,F,562 Robertson Coves Suite 371,West Michael,321O,yes,0.0,18,2331,4,1,2,1,yes,yes,0.0,0.0,0,Purpose.Furniture.Equipment,Property.Insurance,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
247-28-9558,Sean,Barnes,1974-12-25,M,9532 Ferrell Mountain,New Roberttown,JPA-1687,no,1.0,36,22702,1,4,1,2,no,yes,4.0,346.0,1,Purpose.Education,Property.Unknown,Job.SkilledEmployee,Housing.ForFree,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
372-71-4729,Harry,Williams,1991-11-03,M,748 Melanie Meadows Apt. 456,New Roberttown,09B M83,no,1.0,18,4048,4,3,1,2,no,yes,4.0,184.0,0,Purpose.NewCar,Property.CarOther,Job.Management.SelfEmp.HighlyQualified,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
141-92-5457,Benjamin,Gordon,1993-05-16,M,912 Phillip Underpass Suite 852,Lisatown,T 868000,no,0.0,12,1994,4,3,2,1,yes,yes,7.0,0.0,1,Purpose.Repairs,Property.RealEstate,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.NoCredit.AllPaid,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
726-73-4912,Robert,Stone,1965-09-17,M,825 Martin Ridges,East Jill,JSK-8887,no,1.0,12,1112,4,4,1,1,yes,yes,11.0,0.0,0,Purpose.Radio.Television,Property.RealEstate,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.none,OtherInstallmentPlans.None
598-62-2794,John,Smith,1967-04-08,M,169 Robles Stream Apt. 974,Herrerafurt,ZYS 930,no,2.0,12,2536,4,3,1,1,yes,yes,15.0,0.0,0,Purpose.UsedCar,Property.RealEstate,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
213-72-5326,Kelly,Griffith,1987-08-02,F,30913 Scott Manor Apt. 636,New Roberttown,028-YTPX,yes,2.0,12,1435,4,3,1,2,yes,yes,14.0,158.0,1,Purpose.Radio.Television,Property.Insurance,Job.UnskilledResident,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.none,OtherInstallmentPlans.Bank
707-91-8012,Zachary,Mendoza,2001-11-24,M,2785 Lowe Ways Suite 973,North Judithbury,84I 3443,no,1.0,24,6511,4,4,2,1,yes,yes,10.0,59.0,0,Purpose.Furniture.Equipment,Property.Unknown,Job.SkilledEmployee,Housing.Rent,OtherDebtorsGuarantors.CoApplicant,CreditHistory.Critical,CheckingAccountStatus.gt.200,OtherInstallmentPlans.None
207-69-4443,Evan,Bailey,1966-10-30,M,1986 Cardenas Trail Apt. 404,North Judithbury,473-CLO,no,2.0,12,2372,4,4,1,1,no,yes,15.0,1062.0,0,Purpose.NewCar,Property.RealEstate,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
564-21-6667,Timothy,Horton,1963-07-30,M,99330 Dana Center,Ericmouth,NK-7120,no,0.0,54,28701,3,4,1,1,no,yes,0.0,0.0,1,Purpose.Business,Property.Unknown,Job.SkilledEmployee,Housing.Rent,OtherDebtorsGuarantors.None,CreditHistory.NoCredit.AllPaid,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
010-39-9306,Marissa,Gilmore,1961-04-26,F,3454 Rebecca Corners Apt. 802,East Jill,06-7240F,yes,2.0,12,3622,4,2,1,1,yes,yes,7.0,514.0,0,Purpose.Education,Property.CarOther,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.none,OtherInstallmentPlans.None
755-44-4834,Lance,Hebert,1986-12-14,M,7887 Melissa Mountain Suite 315,North Judithbury,HXO 420,no,0.0,18,4720,4,4,1,1,yes,yes,1.0,360.0,0,Purpose.Business,Property.CarOther,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
268-50-3859,Keith,Todd,1986-03-20,M,668 Miller Skyway,East Jessetown,FE-7530,no,0.0,36,4207,4,4,1,1,yes,yes,8.0,0.0,0,Purpose.Radio.Television,Property.RealEstate,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
655-38-6022,Jeremy,Adams,1984-10-09,M,9904 Schwartz Circle Apt. 742,North Judithbury,VQ4 W1Y,no,0.0,20,12703,3,4,2,2,no,yes,5.0,413.0,0,Purpose.UsedCar,Property.Insurance,Job.Management.SelfEmp.HighlyQualified,Housing.Rent,OtherDebtorsGuarantors.None,CreditHistory.Delay,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.Bank
458-68-5928,Lucas,Robinson,1981-02-09,M,2795 Miles Mountains,New Roberttown,8-33918,yes,2.0,24,2644,4,4,1,1,yes,yes,10.0,396.0,0,Purpose.NewCar,Property.RealEstate,Job.UnskilledResident,Housing.Rent,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.None
094-66-7299,Blake,Elliott,1996-10-07,M,839 Franklin Walk,Lake Roberto,ODV 397,no,0.0,36,4181,4,4,1,1,yes,yes,4.0,0.0,0,Purpose.Radio.Television,Property.CarOther,Job.SkilledEmployee,Housing.Rent,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
071-61-0520,Rhonda,Chavez,1997-04-04,F,9087 Cummings Locks Suite 039,Ericmouth,BNL-180,yes,2.0,6,1678,3,2,1,1,yes,yes,3.0,0.0,0,Purpose.Radio.Television,Property.RealEstate,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Delay,CheckingAccountStatus.none,OtherInstallmentPlans.None
122-23-8803,Dustin,White,1986-09-16,M,656 Kane Lane,East Jessetown,8CV V25,no,0.0,9,3454,4,3,1,1,no,yes,6.0,0.0,0,Purpose.Furniture.Equipment,Property.CarOther,Job.SkilledEmployee,Housing.Rent,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
829-85-6869,James,Anderson,1995-10-07,M,04786 Morrow Gateway,North Judithbury,24L•310,yes,1.0,12,4401,2,4,1,1,no,yes,0.0,405.0,0,Purpose.UsedCar,Property.CarOther,Job.SkilledEmployee,Housing.Rent,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.None
553-28-0925,Lucas,Mayer,1983-01-28,M,31190 Harper Squares,North Judithbury,673HXB,no,2.0,24,21488,2,3,2,2,no,yes,3.0,0.0,1,Purpose.Other,Property.CarOther,Job.Management.SelfEmp.HighlyQualified,Housing.Own,OtherDebtorsGuarantors.CoApplicant,CreditHistory.Critical,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
063-72-9694,Charles,Holder,1982-02-28,M,959 Young Wells,Ericmouth,VQ 3644,no,1.0,18,11624,2,4,2,2,no,yes,8.0,0.0,1,Purpose.NewCar,Property.Unknown,Job.Management.SelfEmp.HighlyQualified,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.ThisBank.AllPaid,CheckingAccountStatus.none,OtherInstallmentPlans.Bank
308-91-2366,Shawn,Buck,1990-05-31,M,705 Floyd Island Suite 624,Cassandraton,7FY R33,no,1.0,12,10940,2,2,1,1,yes,yes,4.0,0.0,0,Purpose.NewCar,Property.CarOther,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
618-06-1193,Renee,Melendez,1992-03-25,F,8826 Jonathan Isle Apt. 751,East Jill,XGB-469,yes,2.0,24,13898,1,2,1,1,no,no,0.0,218.0,0,Purpose.Furniture.Equipment,Property.Insurance,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
407-31-9046,Cole,Gill,1986-01-08,M,3540 Sharon Streets,Cassandraton,X39 3YP,yes,1.0,14,2538,1,2,1,1,no,yes,9.0,977.0,0,Purpose.Business,Property.RealEstate,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
017-34-9066,Frank,Campbell,1990-06-17,M,544 Hunt Parks Suite 175,North Judithbury,5L 60932,no,0.0,6,2608,1,2,2,2,yes,yes,10.0,289.0,0,Purpose.Business,Property.CarOther,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Delay,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.Bank
144-93-8955,Taylor,Riley,1998-08-20,F,2353 Hudson Gardens Suite 854,Lisatown,7-7252P,yes,0.0,15,706,4,4,1,1,no,yes,0.0,0.0,0,Purpose.Education,Property.Insurance,Job.SkilledEmployee,Housing.Rent,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.gt.200,OtherInstallmentPlans.None
467-48-0991,John,Stark,1993-03-17,M,010 Robert Ville,East Jessetown,HCW-2038,no,2.0,18,11268,3,3,1,1,yes,yes,6.0,0.0,0,Purpose.NewCar,Property.RealEstate,Job.UnskilledResident,Housing.Rent,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
537-20-3949,Lisa,Estrada,1995-09-20,F,700 Smith Pines Suite 840,New Jessica,211-WVNZ,yes,2.0,36,14139,4,2,2,1,no,yes,1.0,0.0,1,Purpose.NewCar,Property.RealEstate,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.none,OtherInstallmentPlans.Stores
653-02-2808,Corey,Fox,1985-07-27,M,6156 Cunningham Square Apt. 410,North Judithbury,666870,yes,2.0,12,3024,3,1,1,1,yes,yes,11.0,977.0,0,Purpose.Radio.Television,Property.RealEstate,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
871-41-0257,Bradley,Bruce,1973-08-03,M,180 Jason Ways Suite 401,Cassandraton,8I902,no,0.0,48,6440,4,1,1,1,no,yes,9.0,270.0,0,Purpose.Radio.Television,Property.RealEstate,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.none,OtherInstallmentPlans.None
349-78-9759,Tonya,Matthews,1992-02-11,F,42939 Rhodes Plains Suite 621,Lake Roberto,631-XLBD,yes,0.0,42,12913,4,3,1,1,no,yes,5.0,278.0,1,Purpose.Radio.Television,Property.CarOther,Job.Management.SelfEmp.HighlyQualified,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
818-32-1205,Jennifer,Ayala,1994-08-24,F,477 Michael Lane,East Jill,9-F6194,yes,2.0,10,3838,2,3,2,1,yes,no,0.0,215.0,0,Purpose.Furniture.Equipment,Property.RealEstate,Job.SkilledEmployee,Housing.Rent,OtherDebtorsGuarantors.CoApplicant,CreditHistory.Critical,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
442-58-9126,Angela,Moore,1998-06-21,F,655 Christopher Inlet,New Jessica,41-L212,yes,0.0,33,7706,1,4,2,1,yes,yes,3.0,758.0,1,Purpose.Furniture.Equipment,Property.CarOther,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
586-67-2779,Justin,Russell,1985-01-26,M,58199 Shields Bridge,New Roberttown,NMY 183,no,1.0,12,4259,3,3,1,1,no,yes,4.0,547.0,0,Purpose.NewCar,Property.CarOther,Job.Management.SelfEmp.HighlyQualified,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
110-18-4992,Melissa,Jackson,1995-08-28,F,4721 Ryan Manor Suite 715,East Jill,HX 79937,yes,1.0,21,3303,3,2,2,1,no,yes,3.0,0.0,1,Purpose.Radio.Television,Property.RealEstate,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
334-49-4593,Adriana,Foster,1981-04-27,F,7569 Kevin Rapids Apt. 752,Cassandraton,KJX 793,yes,0.0,24,6962,4,2,2,1,no,yes,12.0,0.0,0,Purpose.UsedCar,Property.CarOther,Job.Management.SelfEmp.HighlyQualified,Housing.Rent,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.none,OtherInstallmentPlans.None
852-89-1134,Robert,Long,1998-01-25,M,398 Erin Plaza,New Roberttown,7374,no,2.0,12,3182,3,2,1,1,yes,yes,3.0,0.0,0,Purpose.Furniture.Equipment,Property.RealEstate,Job.UnskilledResident,Housing.Rent,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.None
557-05-5891,Robert,Flynn,1959-01-03,M,724 Johnny Drives Suite 617,New Jessica,96P 886,no,2.0,10,1406,4,4,2,1,no,yes,14.0,0.0,0,Purpose.NewCar,Property.Unknown,Job.SkilledEmployee,Housing.ForFree,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.gt.200,OtherInstallmentPlans.None
765-67-9143,Meredith,Burnett,1993-11-21,F,35290 Rasmussen Isle,Ericmouth,0-D1438,yes,2.0,18,3463,4,3,1,1,yes,yes,0.0,437.0,1,Purpose.Furniture.Equipment,Property.RealEstate,Job.SkilledEmployee,Housing.Rent,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
467-27-8538,Kevin,Johnston,1990-11-12,M,6798 Michael Burg Suite 146,North Judithbury,545-DXE,no,0.0,12,3818,4,2,2,1,yes,yes,1.0,0.0,0,Purpose.NewCar,Property.Insurance,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
566-21-5423,John,Alvarez,1982-03-26,M,751 Williams Station Apt. 051,North Noahstad,238Z2,yes,2.0,12,1262,4,2,1,1,yes,yes,2.0,0.0,0,Purpose.Radio.Television,Property.RealEstate,Job.UnskilledResident,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
286-97-1026,Justin,Mullen,1990-11-28,M,2266 Jo Flat,Lake Debra,60-SN33,no,0.0,12,1150,4,2,1,1,yes,yes,3.0,0.0,1,Purpose.Repairs,Property.CarOther,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
117-45-5767,Kenneth,Lloyd,1986-10-22,M,5371 Lambert Overpass,East Jill,UKT 6969,no,2.0,12,3348,4,2,2,1,no,yes,,0.0,0,Purpose.UsedCar,Property.CarOther,Job.Management.SelfEmp.HighlyQualified,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
434-24-7974,Sarah,Williamson,1993-01-08,F,912 Wilson Inlet Apt. 252,Lisatown,296 MNT,yes,1.0,12,6298,3,2,2,1,yes,yes,2.0,0.0,1,Purpose.NewCar,Property.RealEstate,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.CoApplicant,CreditHistory.Critical,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
200-50-9201,Madison,Steele,1998-04-26,F,274 Jacob Ville,Lake Debra,50-TB72,yes,1.0,48,15277,1,2,1,1,yes,yes,6.0,40.0,0,Purpose.NewCar,Property.CarOther,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
563-66-1855,Jonathan,Simpson,1992-06-07,M,7721 Laura Forges Suite 043,North Judithbury,JFY-797,no,0.0,36,12397,4,3,1,1,no,yes,2.0,0.0,1,Purpose.Education,Property.Insurance,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Delay,CheckingAccountStatus.lt.0,OtherInstallmentPlans.Stores
706-45-9999,Kenneth,Adams,1993-07-26,M,078 Veronica Cove Apt. 407,North Judithbury,LC7 1339,no,0.0,15,4874,2,3,2,1,yes,yes,0.0,0.0,0,Purpose.Furniture.Equipment,Property.Insurance,Job.UnskilledResident,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.Bank
696-13-2222,Mark,Martin,1974-06-16,M,30958 Carlson Extension,North Judithbury,4948 WJ,no,2.0,18,3571,4,4,2,1,yes,yes,4.0,0.0,0,Purpose.Furniture.Equipment,Property.Unknown,Job.SkilledEmployee,Housing.ForFree,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.Bank
643-54-6147,Tonya,Floyd,1999-09-10,F,2232 Poole Trace,North Judithbury,729M4,yes,2.0,60,18259,2,4,1,1,no,yes,5.0,221.0,0,Purpose.Radio.Television,Property.RealEstate,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.None
408-28-7040,Jodi,Schultz,1983-12-27,F,8457 Murphy Alley,North Judithbury,CXO 518,yes,0.0,12,2232,4,2,2,1,no,yes,13.0,25.0,0,Purpose.Radio.Television,Property.RealEstate,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.none,OtherInstallmentPlans.None
208-89-2162,Roger,Simpson,1994-12-07,M,5892 Kramer Springs Apt. 017,East Jill,706 DFO,no,2.0,27,15503,2,2,2,1,yes,yes,3.0,1801.0,0,Purpose.UsedCar,Property.CarOther,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Delay,CheckingAccountStatus.none,OtherInstallmentPlans.None
697-57-0153,Stephen,Turner,1955-04-23,M,54152 Randy Inlet Apt. 611,East Jill,1GP2938,no,2.0,12,1379,4,3,1,1,yes,yes,2.0,636.0,1,Purpose.Radio.Television,Property.RealEstate,Job.UnskilledResident,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
793-97-2182,Adam,Cooper,1986-12-29,M,2713 Davis Valley,East Jessetown,DKL J26,no,2.0,15,4910,4,2,3,1,no,yes,4.0,391.0,0,Purpose.Radio.Television,Property.RealEstate,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.Guarantor,CreditHistory.Critical,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.Bank
089-13-2294,Margaret,Byrd,1978-05-04,F,909 Scott Stravenue,East Jill,2U X6973,yes,1.0,12,3386,2,2,1,1,no,yes,2.0,0.0,0,Purpose.Radio.Television,Property.CarOther,Job.UnskilledResident,Housing.Rent,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.gt.200,OtherInstallmentPlans.None
803-31-8109,Paul,Lawrence,1994-11-16,M,6523 Newman Gateway Suite 043,Lisatown,TQG 640,yes,1.0,6,1276,2,2,1,1,yes,no,0.0,1358.0,0,Purpose.NewCar,Property.RealEstate,Job.UnemployedUnskilled,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.gt.200,OtherInstallmentPlans.None
018-76-1107,Jasmin,Allen,1991-08-01,F,055 Paul Villages,East Jill,658-271,yes,0.0,36,8631,4,1,1,1,no,yes,0.0,0.0,0,Purpose.Radio.Television,Property.Unknown,Job.Management.SelfEmp.HighlyQualified,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
318-11-8378,Adam,Lewis,1994-10-23,M,8486 Miles Corner,North Judithbury,R24 1RT,no,0.0,27,6149,3,2,1,1,yes,yes,2.0,0.0,0,Purpose.Radio.Television,Property.CarOther,Job.Management.SelfEmp.HighlyQualified,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
465-79-9976,Thomas,Mccann,1999-04-25,M,569 Kyle Mews,Herrerafurt,HBH 161,no,1.0,18,4432,2,2,1,1,yes,yes,3.0,0.0,1,Purpose.Furniture.Equipment,Property.CarOther,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
790-04-5489,Amy,Wade,1999-03-28,F,02027 Mills Tunnel,Jacquelineland,5IF 241,yes,1.0,21,4118,4,4,1,1,no,yes,0.0,0.0,0,Purpose.Furniture.Equipment,Property.Insurance,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.none,OtherInstallmentPlans.None
